date,user,text,label
2020-04-18 09:24:09+00:00,JTmor,"I don't know about you...tapi saya tidak percaya virus corona ini berasal dari binatang (kelelawar), saya percaya coronavirus ini BUATAN MANUSIA. Jika virus corona ini brasal dari kelelawar...knp baru skrg ada virusnya?? Orang CiNa sdh makan kelelawar deja ratusan thn lalu.",Hoaks
2020-04-16 16:07:52+00:00,ApotikTua,"Virus corona tuh buatan manusia, yg megang serum nya cuma satu org dan orgnya udah kabur ke negera yg gk kena corona.",Hoaks
2020-04-16 05:52:26+00:00,kiaryawinata_id,Virus corona itu berasal dari udara. Lalu menyebar di udara sehinga terhirup oleh manusia yang daya tahan tubuhnya lemah atau kurah sehat. Dan virus corona itu bukan Azab dari allah tapi buatan manusia. Maka dampak akibatkan banyak kematian. Kejang² dan sesak pernapasan dan demam,Hoaks
2020-04-15 10:36:39+00:00,mrsllarsthmd,"Kalau memang corona virus buatan manusia, siapapun itu yang buat, koe asu tenan.",Hoaks
2020-04-09 11:37:18+00:00,firrrsabila,"Penambahan asam amino pada virus corona (yang sudah ada), murni ciptaan Tuhan / buatan manusia? :)",Hoaks
2020-04-09 03:15:09+00:00,xxiradhsn,Eh tapi seriusan Corona itu asalnya dari hewan(kelelawar) atau emg virus buatan manusia ??,Hoaks
2020-04-08 14:53:53+00:00,Nana_mylona12,Jangan becinta jika menghianati.. Lu ingat hati untuk di sakiti.... Ohh noo. Karna hati buatan tuhan.. Bukan buatan cinaa..... Yg buatan cina itu mematikan manusia.. Yaitu virus corona....,Hoaks
2020-04-06 11:48:54+00:00,goldiescad,"""virus Corona itu buatan manusia atau tulah?"" -HODOW 2020 pikirkan baik2 dan cari jawabannya. wkwkwkkw.",Hoaks
2020-04-05 13:33:11+00:00,AliciaInka,Disaat kek gini masih ada aja hoax tentang asal usul corona. pdhal kan udh ada hasil penelitiannya kalo tu virus bukan buatan manusia heyy,NonHoaks
2020-04-05 12:58:43+00:00,hallonidi,"Di WAG Keluarga kalian udh ada yg broadcast blm kalau Corona sebenernya virus buatan manusia untuk memecah belah umat Islam? Trus kita disuruh aktivitas seperti biasa saja? Ga ditanggepin gw esmoni, ditanggepin keluarga sendiri. Susah dah yaa yg pada ahli surga mah.",Hoaks
2020-04-05 07:54:23+00:00,AWK_Ardians,Dokter penemu pertama virus Corona di Wuhan hilang . Netijen : pasti buatan manusia . 😌,Hoaks
2020-04-05 06:35:33+00:00,samsecond_,Jadi semakin yakin virus corona itu bukan dari daging binatang. Tapi buatan manusia.,Hoaks
2020-04-03 16:51:02+00:00,potsandnugs,Gimana kalo ternyata corona itu virus buatan manusia. Dan dikeluarkan dengan tujuan untuk mengurangi globalisasi dan mengurangi populasi di bumi.,Hoaks
2020-04-03 14:14:03+00:00,kayie27,Corona virus ni buatan manusia ke?,Hoaks
2020-03-21 15:15:24+00:00,trimis76222147,"Maaf Bray.. jgn Kita slalu menyalahkan Pemerintahan / Presiden Jokowidodo.Kita pun sbagai Masyarakat Rakyat Bangsa Indonesia harus Paham,itu adalah Wabah Penyakit Virus Corona,Civid 19.Bukan buatan Manusia tapi Cobaan dari Allah SWT",NonHoaks
2020-04-02 11:20:42+00:00,Andreas20950602,"#coronavirus 🙏🌏🙏Doa Mukjizat dan Doa masyarakat dunia,harapan Doa utk masalah besar menjadi masalah kecil,masalah kecil menjadi sirna virus corona atau covid19. Semoga dukungan Doa tersebut menjadi perubahan sebuah Mukjizat muncul keampuhan obat2 buatan manusia,Semoga🙏🌏🙏",NonHoaks
2020-04-02 10:09:14+00:00,HeruPra48517884,Persetan dengan covid tai atau corona. Virus buatan manusia bangsat.,Hoaks
2020-04-02 00:18:05+00:00,lukimukti,"Beberapa Manusia2 yg kejam yang menyusahkan banyak manusia ... mungkin termasuk fenomena virus corona, buatan manusia atau kita hendak menuduh ini buatan Tuhan atau buatan Setan 🤔",Hoaks
2020-03-18 05:17:08+00:00,thisisnotken_,BAYANGKAN!! Kalo sebebernya virus corona itu buatan para kocheng2 yang sengaja memusnahkan manusia demi menguasai dunia 😭,Hoaks
2020-03-17 05:38:53+00:00,hemziee,"Mulai muncul lagi teori konspirasi kalo novel corona ini virus buatan Rothschild/Freemason/Illuminati buat kontrol populasi. Padahal ya kalo teknologi udah bisa sedetail itu dan mereka seberani itu, virus di Inferno-nya Dan Brown udah paling bener buat benerin jumlah manusia.",Hoaks
2020-03-16 02:52:54+00:00,prayogo_faizal,Corona adalah virus buatan orang tak bertanggung jawab untuk mengurangi populasi manusia,Hoaks
2020-03-15 07:23:30+00:00,child_failed,Apa karena aku suka nonton anime Berasa virus Corona ini buatan manusia yang ingin menguasai dunia.,Hoaks
2020-03-15 02:11:38+00:00,williamapeworen,Ya Tuhan semoga corona ketemu obat nya . Ini sampe corona buatan manusia gua sumpahin yg buat nih virus pilek seumur hidup,Hoaks
2020-03-14 19:48:35+00:00,afachannel_id,"Pertanyaannya,... Apakah Virus Corona (Kopet-19 🤣😂) ini dibuat secara alami atau buatan manusia yg bertujuan tertentu bahkan hingga harus mengorbankan nyawa utk meraih tujuannya itu? #coronavirus #corona #VirusCoronaupdate #COVID19 #CoronaOutbreak",Hoaks
2020-03-14 15:37:33+00:00,lyonnqueenn,"Waah ternyata corona udah pernah disinggung di drama korea Terius Behind Me. Sumpah itu drama aku nonton dari tahun 2018... Daaann corona kan munculnya baru2 ini 🙄, apa bener itu virus buatan manusia(?) 🤷",Hoaks
2020-03-14 06:42:01+00:00,Denbonar4,"Virus CORONA,Hanya bualan dan kebohongan buatan bbrpa negara. Yg bertujuan mencari kgelisahan manusia 2 di muka bumi, kemudian mereka mencari keuntungan 2dgn menjual produk 2yg di anggap bisa menangkis tertular nya virus trsbt... Dulu pernah ada virus antraks.. Bohong juga.",Hoaks
2020-03-13 04:37:52+00:00,ridwantebellum,"Baru sadar, kalo emang Virus Corona berasal dari sup kelelawar di Wuhan. Trus yang di Pasar Tomohon Manado yang hampir mirip dengan Wuhan ko aman aman aja ? Apa bener isu yg blg virus ini buatan manusia / orang china untuk menghancurkan musuh"" atau pesaing nya ? Hemmmm",Hoaks
2020-03-05 04:32:35+00:00,rizdy_andrey,"Karena saya percaya ILUMINATI itu ada, virus corona murni buatan manusia untuk mengurangi populasi penduduk dunia #fcknewworldorder",Hoaks
2020-03-02 23:42:08+00:00,PetraBangun,Di Manado banyak makan paniki (kalelawar) kok ga ada kena Corona? Apa Corona virus buatan manusia? #KamiTidakTakutVirusCorona,Hoaks
2020-03-02 08:29:52+00:00,sanatoozaki,tbvh penasaran banget corona kalo bukan dr sup kelelawar/virus buatan manusia terus darimana,Hoaks
2020-03-01 17:45:40+00:00,dickyferdians,"Saya yakin Tuhan tidak akan menciptakan hal yang merugikan manusia. Tuhan tidak ciptakan virus corona, saya yakin corona buatan manusia, walaupun blm ada bukti.",Hoaks
2020-03-01 16:41:04+00:00,NetiKW,"Tiap hari nonton berita wabah Corona virus, awalnya chill aja, tapi malem ini nonton evakuasi WNI kok sedih, ya Allah entah ini buatan manusia atau engkau yg sengaja menurunkan wabah ini. Entah benar Indonesia bebas Corona atau luput deteksi. Sehatkanlah kami semua 😭😭",NonHoaks
2020-02-28 19:00:29+00:00,Mohamad50983447,"Corona itu ada di mamarika, racun itu di sebar utk mematikan yg berani menantang mamarika, virus itu penyakit buatan manusia, untuk menjatuhkan",Hoaks
2020-02-28 06:26:19+00:00,AlikaZahira,Ada yang ngerasa aneh ga sama virus corona? Somehow aku ngerasa ini kayak virus buatan AS krn drdulu film2 hollywood tuh selalu tujuannya pengen ngilangin setengah populasi manusia entah dari virus atau apapun,Hoaks
2020-02-21 12:28:39+00:00,nuinugraha,corona virus adalah agenda lawan menyerang musuhnya dengan senjata biologis dan bertujuan mengurangi populasi..nampak seperti strategi sekte segitiga mata satu.. virus senjata buatan manusia..,Hoaks
2020-02-02 05:07:32+00:00,fcksenja,Virus corona buatan manusia untuk mengurangi populasi. Virus corona kiriman dukun indo karna pulau natuna kmarin Virus corona karna kebanyakan minum bir corona Hmmm gini banget dunia kejamm,Hoaks
2020-01-26 15:44:09+00:00,rapaparara,Virus Corona buatan manusia,Hoaks
2020-01-26 10:01:57+00:00,kemitris,"Virus Corona yang menyebar di China, (ditengarai) adalah virus buatan manusia. Jadi kalau itu virus buatan manusia dan bocor, maka itu sejatinya adalah KEJAHATAN KEMANUSIAAN.",Hoaks
2020-01-26 06:41:52+00:00,pinxxsweater,plot twist ternyata virus corona itu buatan manusia yang vaksinnya sebenernya udah ditemuin cuma belum dikeluarin...... terus kalo orang dah pada panik semua baru dijual dengan harga tinggi si vaksin itu :)),Hoaks
2020-01-26 02:00:28+00:00,JORRkat,Ini beberapa faktor kenapa virus corona ini gw melihat aneh juga janggal. Gw juga merasa virus ini buatan manusia. Berikut ini faktor2nya,Hoaks
2020-01-25 23:06:41+00:00,unclejoen,"Virus corona? Teoring konspirasi untuk mengurangi populasi manusia, apalagi kota Wuhan merupakan kota dengan penduduknya terbanyak di China, dan bisa jadi virusnya juga buatan manusia demi kepentingan politik #saveuighur",Hoaks
2020-01-25 19:28:17+00:00,romsaeismine,bayangkan kalo virus corona itu virus buatan kaya di film film buat musnahin populasi manusia karna udah terlalu banyak manusia dibumi ini..,Hoaks
2020-01-25 19:17:29+00:00,Rachmatron,Ga kebayang kalo virus corona ternyata adalah virus buatan yang sengaja di sebar sebagai senjata biologis untuk menekan laju pertumbuhan populasi manusia. Kalo ternyata benar sungguh kejam sekali. 😢,Hoaks
2020-01-25 14:01:33+00:00,rizalzm__,"Aku sempat berfikir bahwa virus Corona ini adalah hasil rekayasa/buatan pemerintah yg sengaja untuk memusnahkan sebagian populasi manusia agar berkurang. Kalian tau kan? Manusia semakin banyak sekarang. Opini ku saja, efek kebanyakan nonton film zombie.",Hoaks
2020-01-25 13:04:45+00:00,AdhimasH_,"Kecurigaan liar ku ada 2 : Pertama - virus corona itu buatan manusia yg sengaja diciptakan untk mngurangi populasi disna. Supaya tdak dianggap bgitu, di munculkan isu virus corona muncul dari pasar hewan liar..",Hoaks
2020-01-25 09:56:55+00:00,muhammadfaajrul,Apakah virus corona ini buatan manusia? atau mungkin itu adalah salah satu cara alam untuk menyeimbangkan dirinya dari segala kerusakan akibat tingkah laku manusia.,Hoaks
2021-07-20 06:50:08+00:00,Oppomeneh5,Dr. Li-Meng Yan: Virus Corona itu Senjata Biologis Buatan Partai Komunis China. Indonesia DARURAT KOMUNIS *Mantan Panglima TNI Jendral Gatot Nurmantyo Pernah Ingatkan Serangan Senjata Biologis Empat Tahun Lalu* #MundurLebihTerhormat,Hoaks
2021-07-19 14:34:59+00:00,Oppomeneh5,"*RRC Buka Suara soal Kedatangan Buruh Kasar TKA China saat Pandemi: Pemerintah RI Bka Karpet Merah Membolehkan Masuk* Minggu (9/5/2021), ilmuwan China dilaporkan tlh mempersiapkan PD 3 dgn senjata biologis dan genetik. Tmsk virus corona selama enam 6 terakhir. #2021JokowiTamat",Hoaks
2021-07-08 14:00:54+00:00,morodjoyo,"Ditengah Tengah Pandemi CORONA. Yg masih.. TERJADI Pro Kontra.. Apakah VIRUS ALAMIAH Atau SENJATA Biologis.. LEBIH Baik... Utamakan.. INDIVIDU Imunity..., Dng Tetap Waspada &amp; ikuti PROKES. Herd Imunity..dng Vaksinasi Covid19. Bukan Suatu jaminan.. Seseorang Bebas.. Terpapar Lagi.",Hoaks
2021-07-04 18:32:37+00:00,morodjoyo,"CORONA itu.... Emang Antara.. Ada &amp; TIADA... Karena...Tak Terlihat Adanya'. Di Depan MATA. Kecuali...Pake Alat atau MEDIA. VIRUS... ALAMIAH.. Atau... VIRUS REKAYASA.. Sama Halnya SENJATA Biologis... Yg Jelas.. Ada, Korban Nya. Ikhtiar merupakan TUGAS Manusia. Jangan PANIC.",Hoaks
2021-07-03 18:02:10+00:00,skandalmedia,"B-) gw sih udah dapet bocoran, kalo Vurus Corona ini emang dari Senjata Biologis yg sedang dilepaskan, jadi gak ada keraguan bahwa virus ini ada, tapi yg diterapkan komplotan #RejimBedebah justru makin melegalkan buat diskriminatif terhadap masyarakat yg kontra sama #RejimBedebah",Hoaks
2021-06-13 15:38:21+00:00,AryaWiedaryanto,"China Makin Tak Bisa Berkutik, Terbongkar ada 50 Laboratorium Rahasia Dipakai Untuk Membuat Senjata Biologis yang Timbulkan Virus Corona dan Anthrax, Ini Buktinya!",Hoaks
2021-06-05 04:16:50+00:00,salmadnia,"k drama 2018, Terius Behind Me udah bahas virus corona dan mutasi virusnya yang dijadiin senjata biologis. eh di tahun 2019 ada c-19 dan jadi pandemi :(",Hoaks
2021-05-17 14:49:21+00:00,irhandy_santoso,"Virus kok ada variannya, kalau varian bisa berubah-ubah itu bukan lagi virus melainkan senjata biologis. Sampai kapan dunia mau dibodohi oleh corona.",Hoaks
2021-03-08 14:05:51+00:00,LSuryadi,Varian baru virus corona.... Sepertinya skr udah masukin era senjata biologis.... Manusia akan diperlakukan seperti komputer.... Selalu akan ada varian2 baru yg tidak akan pernah putus... Tolak berita varian baru,Hoaks
2020-11-21 18:45:50+00:00,alvaryo,"Apakah mereka tidak tahu ancaman china,debt trap, green energy trap, senjata biologis virus corona tentu saja mereka tahu, yang harus diwaspadai china bukan Arab",Hoaks
2020-10-08 01:51:59+00:00,arfebibots,Dikata Corona Virus senjata biologis 😒😒😒 VP percaya teori konspirasi ato emg dibisikkin CIA?,Hoaks
2020-05-27 05:37:26+00:00,lisnafull,"gw sebel nih sama orang yang cuma baca2 berita hoax dr grup-grup whatsapp, trs dengan santainya bilang, ""gak usah takut lah sama virus corona, ini kan cuma virus buatan manusia utk senjata biologis""",NonHoaks
2020-05-27 04:18:29+00:00,Jonk_88,Fase Second Wave corona??? May Be Yes... May Be No... Meskipun senjata biologis tapi dy juga Virus yang pandai bermutasi dan beradabtasi....,Hoaks
2020-05-25 07:34:55+00:00,rakaputrangrha,"Ada yang berfikiran kaya gua gak sih kalau corona ini bukan virus dari kelalawar atau binatang lainnya tapi ini senjata biologis. Liat aja kedepan trump kalah dalam pilpres AS vaksin virus ini bakalan keluar, kalau trump menang ini virus bakalan ada terus.",Hoaks
2020-05-23 14:05:36+00:00,MeongEmpus,"14. Penyebaran virus Corona di CHINA diduga laboratorium senjata biologis, bocor ❓ &amp; penderita virus Corona sengaja menularkan di lif &amp; tissu-tissu toilet seperti di video yang beredar, betul ❓ CHINA BEDA DENGAN NEGARA DI DUNIA.",Hoaks
2020-05-23 13:58:27+00:00,MeongEmpus,"12.KESIMPULANNYA Wabah virus Corona di China BEDA di tempat lain, kecuali ada sabotage dengan senjata biologis, betulkah ❓ 🌎CHINA diserang jutaan belalang juga, Nah, kezaliman dan rencana jahat akan kembali pada si pembuat rencana dengan CARA ALLAH.",Hoaks
2020-05-22 21:56:04+00:00,trasheeeka,"guys kalian percaya gasi kalo katanya virus corona tuh ""senjata biologis"" anyone?",Hoaks
2020-05-22 16:26:26+00:00,ramdael,Apakah virus corona senjata biologis atau permainan bisnis vaksin kapitalisme? #pengentau,Hoaks
2020-05-20 20:25:31+00:00,imanmuhardiono,"4. @jokowi jadikan balitbangtan ini tempat vital sebagai garda senjata berperang melawan corona, virus hrs dilawan dengan biologis, pun yg sembuh selama ini bukan krn obat tp imunitasnya meningkat dan semua berkaitan kerja biologis",NonHoaks
2020-05-16 13:23:02+00:00,Mr_Ackrowi,"perdebatan apapun tentang virus corona, entah itu konspirasi entah itu senjata biologis, entah itu imtervensi perang dagang. Satu yang harus disadari ""CORONA VIRUS BERBAHAYA"" DAN WAJIB ANTISIPASI, KARENA ITU BENTUK IKHTIAR.",Hoaks
2020-05-13 06:45:09+00:00,davidridwanbetz,"CHINA dengan liciknya berhasil melokalisir menyebarnya ' Virus Cina' ( Covid -19) dari kota Wuhan, namun mereka berhasil menyebar warganya dari wuhan yg sdh positif Corona diseluruh dunia menjadi senjata biologis mereka #AntiCina",Hoaks
2020-05-07 01:33:43+00:00,MeongEmpus,"9. Penderita virus Corona biar ditangani ahli medis. 🚨Waspada/Hati-hati kalau seandainya Virus Corona adalah senjata biologis yang mengacaukan➡ modus, betul ❓",Hoaks
2020-05-03 09:40:31+00:00,azkiaali,Maling Teriak Maling Myingkap tabir dbalik Virus Corona Cina dg Proyek OBOR (Belt n Road lnitiative) ingin myaingi Amerika mguasai dunia. Sama2 mproduksi Virus Corona sbg Senjata Biologis yg mMatikn truji trbukti efektik telah dpertontonkn. #RamadhanTerakhirTanpaKhilafah,Hoaks
2020-04-30 09:13:53+00:00,aridsyaputra,"Mungkin anak, cucu kita nanti tidak mengenal CORONA (COVID 19) sebagai wabah virus pandemi, melainkan sebagai senjata biologis.",Hoaks
2020-04-30 08:07:06+00:00,kholik0908,"Awal mula virus corona mencuat ke publik, mantan intelejen israel berkata virus corona adalah senjata biologis yang bocor dari lab di china dan minggu minggu ini trumph bersumpah bahwa dia akan membuat china bertanggung jawab akibat virus corona. #jrxsid",Hoaks
2020-04-28 09:17:14+00:00,Tahreera2,Seperti film resident evil . T virus mematikan yang di buat umbrella corporation.ujung2 nya membunuhan masal warga raccon city.artinya T virus senjata biologis. Itu crita fiktif Bagaimana dengan corona wuhan. Apa corona merupakan senjata pembunuh massal. Atau ada bisnis vaksin.?,Hoaks
2020-04-26 15:05:46+00:00,hikamfajri1,"•Virus Corona dari China •China begitu siap menghadapi virus ini •Indonesia banyak import alat medis dari China Perang dagang, senjata biologis, semua terpadu dalam teori konspirasi #Ngopi",Hoaks
2020-04-25 17:10:06+00:00,dwisabda_n,virus corona senjata biologis china atau korea utara ya?,Hoaks
2020-04-25 14:06:54+00:00,MeongEmpus,"3. Virus Corona apakah termasuk senjata biologis yang bocor❓ Entahlah..... 🌎MUSIBAH/BENCANA datangnya bisa dari tangan manusia atau alam, betul ❓ 🌎Peringatan dari ALLAH yang Maha Perkasa🌎",Hoaks
2020-04-21 10:26:28+00:00,JiboneClaw,"Apa kah Corona virus adalah senjata biologis, dan kenapa bill gates bisa tau bahwa akan ada wabah virus ini",Hoaks
2020-04-19 15:01:05+00:00,iqbal_gandhy,"Sy percaya kmnculan #corona akan mengubah jalannya perang dimasa yg akan datang. Militer akan mngembangkan pnggunaan senjata biologis, meski hal tsb dilarang. Saat ini kita sdng mnyaksikan smcam #blueprint efek domino jika virus digunakan sbgai senjata 🦠",Hoaks
2020-04-17 13:38:47+00:00,pipetetesss,"Perihal corona, percaya bahwa corona adalah senjata biologis akan dianggap kiri, percaya corona adalah virus alami dianggap tdk tau strategi perang, percaya corona turunnya dari Tuhan sebagai ujian dianggap fanatik agamais. Jdi apa maunya orgorg di endonesya?",NonHoaks
2020-04-17 05:46:37+00:00,andrnroni,"Jumat ini gak dengerin khutbah jumat katena gak jumatan, tp temen sekantor lagi khutbah ttg teori konspirasi virus corona, perang dagang AS-China, dan senjata biologis. 😌",Hoaks
2020-04-14 17:15:14+00:00,riyanhard,"Banyak sumber mengatakan virus corona ini salah satu senjata biologis. Itu tanpa status perang, kebayang gak si kalo emg terjadi perang dunia ke 3? Senjata biologis apa aja yang bakal keluar, belum lagi senjata militer spt nuklir? *Tarik napas😌",Hoaks
2020-04-04 14:47:15+00:00,iamnobodyhehe,"pasar di Wuhan di buka lagi, China karantina lagi. Kalo dipikir-pikir harusnya pemerintah punya kewenangan besar buat nutup pasar “sumber” virus Corona. Jadi makin yakin sm teori konspiresyen klo Covid19 itu senjata biologis yg bocor. mmm..",Hoaks
2020-04-03 13:06:44+00:00,HandikiSaragoza,Dgn kemunculan virus corona ini hakhul yakin gk akan da lg negara yg sok berkuasa sprti dulu. Setiap negara pst akan menyimpan virus corona ini sbg persiapan untuk senjata biologis. Trust me.,Hoaks
2020-03-28 19:24:31+00:00,Zumpio,Jangan-jangan di Sultra-Kendari ini bukan tambang nikel yang digarap TKA China. Tapi justru di situ tempat produksi senjata biologis macam virus corona cina. Ngak heran diprotek banget sama mereka dan antek anjingpekingnya.,Hoaks
2020-03-28 12:07:42+00:00,Becki20393124,Cina menciptakan virus corona sebagai senjata biologis untuk menguasai dunia. Kenyataan virus ini muncul pertama kali di wuhan cina. Cina harus bayar mahal terhadap korban yg terinfeksi virus tersebut.,Hoaks
2020-03-27 18:59:17+00:00,ArdoLuthfiandy,"""Dulu, thn 80an aku itu msih ingat ada majalah TSM, Teknologi Strategi Militer, disitu pernah menyebut tentang Corona &amp; Ebola itu senjata biologis. Terlepas dari ""semua itu datang dari Allah"", aku sik gak yakin virus iki asli gawenane Gusti Allah"" Ucap Pakdhe ku, few days ago",Hoaks
2020-03-27 15:44:46+00:00,kunheikun,"Dalam Buku Art of War karya Tzun Zhu yaitu : ""Lukailah dirimu sendiri untuk menipu lawan lalu kamu bantai mereka dengan menikamnya dari belakang. Menurutku ini bukan virus tapi senjata biologis yg dibuat ntuk menghancurkan lawannya. Ini hanya opini saja bisa jadi salah #Corona",Hoaks
2020-03-27 14:37:50+00:00,beard0papa,"kl virus corona ternyata senjata biologis, ak gatau itu yg di balik ini semua berneuron apa engga😤✊🏻",Hoaks
